SCLK,LMST,LTST,SOLAR_LONGITUDE_ANGLE,SOLAR_ZENITHAL_ANGLE,ROVER_POSITION_X,ROVER_POSITION_Y,ROVER_POSITION_Z,ROVER_VELOCITY,ROVER_PITCH,ROVER_YAW,ROVER_ROLL,MASTHEAD_AZIMUTH,MASTHEAD_ELEVATION
668366103.5,00016M13:56:06.066,0016 13:23:42,119.68,24.15,32.19,-11.28,-0.42,124.35,0.38,73.01,-0.13,,
668366104,00016M13:56:06.553,0016 13:23:42,119.68,24.15,32.19,-11.30,-0.42,124.35,0.41,73.00,-0.13,,
668366104.5,00016M13:56:07.040,0016 13:23:43,119.67,24.15,32.20,-11.31,-0.42,124.35,0.44,72.98,-0.14,,
668366105,00016M13:56:07.526,0016 13:23:43,119.67,24.15,32.20,-11.33,-0.42,124.35,0.48,72.97,-0.14,,
668366105.5,00016M13:56:08.013,0016 13:23:44,119.67,24.15,32.21,-11.35,-0.42,124.35,0.51,72.96,-0.14,,
668366106,00016M13:56:08.499,0016 13:23:44,119.67,24.15,32.21,-11.36,-0.42,124.35,0.54,72.94,-0.14,,
668366106.5,00016M13:56:08.986,0016 13:23:45,119.66,24.16,32.22,-11.38,-0.42,124.35,0.57,72.93,-0.14,,
668366107,00016M13:56:09.473,0016 13:23:45,119.66,24.16,32.22,-11.39,-0.42,124.35,0.60,72.91,-0.15,,
668366107.5,00016M13:56:09.959,0016 13:23:46,119.66,24.16,32.23,-11.41,-0.42,124.35,0.63,72.90,-0.15,,
668366108,00016M13:56:10.446,0016 13:23:46,119.65,24.16,32.23,-11.43,-0.42,124.35,0.66,72.88,-0.15,,
668366108.5,00016M13:56:10.933,0016 13:23:47,119.65,24.16,32.24,-11.44,-0.42,124.35,0.69,72.87,-0.15,,
668366109,00016M13:56:11.419,0016 13:23:47,119.65,24.16,32.24,-11.46,-0.42,124.35,0.72,72.85,-0.15,,
668366109.5,00016M13:56:11.906,0016 13:23:48,119.65,24.17,32.25,-11.48,-0.42,124.35,0.75,72.84,-0.16,,
668366110,00016M13:56:12.392,0016 13:23:48,119.64,24.17,32.25,-11.49,-0.42,124.35,0.78,72.83,-0.16,,
668366110.5,00016M13:56:12.879,0016 13:23:49,119.64,24.17,32.26,-11.51,-0.42,124.35,0.81,72.81,-0.16,,
668366111,00016M13:56:13.366,0016 13:23:49,119.64,24.17,32.26,-11.53,-0.42,124.35,0.84,72.80,-0.16,,
668366111.5,00016M13:56:13.852,0016 13:23:50,119.64,24.17,32.27,-11.54,-0.42,124.35,0.87,72.78,-0.17,,
668366112,00016M13:56:14.339,0016 13:23:50,119.63,24.17,32.27,-11.56,-0.42,124.35,0.90,72.77,-0.17,,
668366112.5,00016M13:56:14.826,0016 13:23:51,119.63,24.18,32.28,-11.58,-0.42,124.35,0.93,72.75,-0.17,,
668366113,00016M13:56:15.312,0016 13:23:51,119.63,24.18,32.28,-11.59,-0.42,124.35,0.96,72.74,-0.17,,
668366113.5,00016M13:56:15.799,0016 13:23:52,119.62,24.18,32.29,-11.61,-0.42,124.35,0.99,72.73,-0.17,,
668366114,00016M13:56:16.285,0016 13:23:52,119.62,24.18,32.29,-11.63,-0.42,124.35,1.02,72.71,-0.18,,
668366114.5,00016M13:56:16.772,0016 13:23:53,119.62,24.18,32.30,-11.64,-0.42,124.35,1.05,72.70,-0.18,,
668366115,00016M13:56:17.259,0016 13:23:53,119.62,24.18,32.30,-11.66,-0.42,124.35,1.08,72.68,-0.18,,
668366115.5,00016M13:56:17.745,0016 13:23:54,119.61,24.19,32.31,-11.68,-0.42,124.35,1.11,72.67,-0.18,,
668366116,00016M13:56:18.232,0016 13:23:54,119.61,24.19,32.31,-11.69,-0.42,124.35,1.14,72.65,-0.18,,
668366116.5,00016M13:56:18.719,0016 13:23:55,119.61,24.19,32.32,-11.71,-0.42,124.35,1.17,72.64,-0.19,,
668366117,00016M13:56:19.205,0016 13:23:55,119.60,24.19,32.32,-11.72,-0.42,124.35,1.20,72.62,-0.19,,
668366117.5,00016M13:56:19.692,0016 13:23:55,119.60,24.19,32.33,-11.74,-0.42,124.35,1.23,72.61,-0.19,,
668366118,00016M13:56:20.178,0016 13:23:56,119.60,24.19,32.33,-11.76,-0.42,124.35,1.26,72.60,-0.19,,
668366118.5,00016M13:56:20.665,0016 13:23:56,119.60,24.20,32.34,-11.77,-0.42,124.35,1.29,72.58,-0.20,,
668366119,00016M13:56:21.152,0016 13:23:57,119.59,24.20,32.34,-11.79,-0.42,124.35,1.32,72.57,-0.20,,
668366119.5,00016M13:56:21.638,0016 13:23:57,119.59,24.20,32.35,-11.81,-0.42,124.35,1.35,72.55,-0.20,,
668366120,00016M13:56:22.125,0016 13:23:58,119.59,24.20,32.36,-11.82,-0.42,124.35,1.38,72.54,-0.20,,
668366120.5,00016M13:56:22.612,0016 13:23:58,119.59,24.20,32.36,-11.84,-0.42,124.35,1.41,72.52,-0.20,,
668366121,00016M13:56:23.098,0016 13:23:59,119.58,24.20,32.37,-11.86,-0.42,124.35,1.45,72.51,-0.21,,
668366121.5,00016M13:56:23.585,0016 13:23:59,119.58,24.21,32.37,-11.87,-0.42,124.35,1.48,72.50,-0.21,,
668366122,00016M13:56:24.072,0016 13:24:00,119.58,24.21,32.38,-11.89,-0.42,124.35,1.51,72.48,-0.21,,
668366122.5,00016M13:56:24.558,0016 13:24:00,119.57,24.21,32.38,-11.91,-0.42,124.35,1.54,72.47,-0.21,,
668366123,00016M13:56:25.045,0016 13:24:01,119.57,24.21,32.39,-11.92,-0.42,124.35,1.57,72.45,-0.22,,
668366123.5,00016M13:56:25.531,0016 13:24:01,119.57,24.21,32.39,-11.94,-0.42,124.35,1.60,72.44,-0.22,,
668366124,00016M13:56:26.018,0016 13:24:02,119.57,24.21,32.40,-11.96,-0.42,124.35,1.63,72.42,-0.22,,
668366124.5,00016M13:56:26.505,0016 13:24:02,119.56,24.22,32.40,-11.97,-0.42,124.12,1.60,72.42,-0.22,,
668366125,00016M13:56:26.991,0016 13:24:03,119.56,24.22,32.41,-11.99,-0.42,124.12,1.58,72.43,-0.22,,
668366125.5,00016M13:56:27.478,0016 13:24:03,119.56,24.22,32.41,-12.01,-0.42,124.12,1.56,72.43,-0.22,,
668366126,00016M13:56:27.965,0016 13:24:04,119.56,24.22,32.42,-12.02,-0.42,124.12,1.53,72.43,-0.21,,
668366126.5,00016M13:56:28.451,0016 13:24:04,119.55,24.22,32.42,-12.04,-0.42,124.12,1.51,72.43,-0.21,,
668366127,00016M13:56:28.938,0016 13:24:05,119.55,24.22,32.43,-12.05,-0.42,124.12,1.49,72.43,-0.21,,
668366127.5,00016M13:56:29.424,0016 13:24:05,119.55,24.23,32.43,-12.07,-0.42,124.12,1.46,72.43,-0.21,,
668366128,00016M13:56:29.911,0016 13:24:06,119.54,24.23,32.44,-12.09,-0.42,124.12,1.44,72.43,-0.21,,
668366128.5,00016M13:56:30.398,0016 13:24:06,119.54,24.23,32.44,-12.10,-0.42,124.12,1.41,72.43,-0.20,,
668366129,00016M13:56:30.884,0016 13:24:07,119.54,24.23,32.45,-12.12,-0.42,124.12,1.39,72.43,-0.20,,
668366129.5,00016M13:56:31.371,0016 13:24:07,119.54,24.23,32.45,-12.14,-0.42,124.12,1.37,72.43,-0.20,,
668366130,00016M13:56:31.858,0016 13:24:08,119.53,24.23,32.46,-12.15,-0.42,124.12,1.34,72.43,-0.20,,
668366130.5,00016M13:56:32.344,0016 13:24:08,119.53,24.24,32.46,-12.17,-0.42,124.12,1.32,72.44,-0.20,,
668366131,00016M13:56:32.831,0016 13:24:09,119.53,24.24,32.47,-12.19,-0.42,124.12,1.30,72.44,-0.20,,
668366131.5,00016M13:56:33.317,0016 13:24:09,119.52,24.24,32.47,-12.20,-0.41,124.12,1.27,72.44,-0.19,,
668366132,00016M13:56:33.804,0016 13:24:10,119.52,24.24,32.48,-12.22,-0.41,124.12,1.25,72.44,-0.19,,
668366132.5,00016M13:56:34.291,0016 13:24:10,119.52,24.24,32.48,-12.24,-0.41,124.12,1.22,72.44,-0.19,,
668366133,00016M13:56:34.777,0016 13:24:11,119.52,24.24,32.49,-12.25,-0.41,124.12,1.20,72.44,-0.19,,
668366133.5,00016M13:56:35.264,0016 13:24:11,119.51,24.25,32.49,-12.27,-0.41,124.12,1.18,72.44,-0.19,,
668366134,00016M13:56:35.751,0016 13:24:12,119.51,24.25,32.50,-12.28,-0.41,124.12,1.15,72.44,-0.19,,
668366134.5,00016M13:56:36.237,0016 13:24:12,119.51,24.25,32.50,-12.30,-0.41,124.12,1.13,72.44,-0.18,,
668366135,00016M13:56:36.724,0016 13:24:13,119.51,24.25,32.51,-12.32,-0.41,124.12,1.11,72.44,-0.18,,
668366135.5,00016M13:56:37.210,0016 13:24:13,119.50,24.25,32.51,-12.33,-0.41,124.12,1.08,72.44,-0.18,,
668366136,00016M13:56:37.697,0016 13:24:13,119.50,24.25,32.52,-12.35,-0.41,124.12,1.06,72.45,-0.18,,
668366136.5,00016M13:56:38.184,0016 13:24:14,119.50,24.26,32.52,-12.37,-0.41,124.12,1.04,72.45,-0.18,,
668366137,00016M13:56:38.670,0016 13:24:14,119.49,24.26,32.53,-12.38,-0.41,124.12,1.01,72.45,-0.18,,
668366137.5,00016M13:56:39.157,0016 13:24:15,119.49,24.26,32.54,-12.40,-0.41,124.12,0.99,72.45,-0.17,,
668366138,00016M13:56:39.644,0016 13:24:15,119.49,24.26,32.54,-12.42,-0.41,124.12,0.96,72.45,-0.17,,
668366138.5,00016M13:56:40.130,0016 13:24:16,119.49,24.26,32.55,-12.43,-0.41,124.12,0.94,72.45,-0.17,,
668366139,00016M13:56:40.617,0016 13:24:16,119.48,24.26,32.55,-12.45,-0.41,124.12,0.92,72.45,-0.17,,
668366139.5,00016M13:56:41.103,0016 13:24:17,119.48,24.27,32.56,-12.47,-0.41,124.12,0.89,72.45,-0.17,,
668366140,00016M13:56:41.590,0016 13:24:17,119.48,24.27,32.56,-12.48,-0.41,124.12,0.87,72.45,-0.16,,
668366140.5,00016M13:56:42.077,0016 13:24:18,119.48,24.27,32.57,-12.50,-0.41,124.12,0.85,72.45,-0.16,,
668366141,00016M13:56:42.563,0016 13:24:18,119.47,24.27,32.57,-12.52,-0.41,124.12,0.82,72.45,-0.16,,
668366141.5,00016M13:56:43.050,0016 13:24:19,119.47,24.27,32.58,-12.53,-0.41,124.12,0.80,72.45,-0.16,,
668366142,00016M13:56:43.537,0016 13:24:19,119.47,24.27,32.58,-12.55,-0.41,124.12,0.78,72.46,-0.16,,
668366142.5,00016M13:56:44.023,0016 13:24:20,119.46,24.28,32.59,-12.56,-0.41,124.12,0.75,72.46,-0.16,,
668366143,00016M13:56:44.510,0016 13:24:20,119.46,24.28,32.59,-12.58,-0.41,124.12,0.73,72.46,-0.15,,
668366143.5,00016M13:56:44.996,0016 13:24:21,119.46,24.28,32.60,-12.60,-0.41,124.12,0.70,72.46,-0.15,,
668366144,00016M13:56:45.483,0016 13:24:21,119.46,24.28,32.60,-12.61,-0.41,124.12,0.68,72.46,-0.15,,
668366144.5,00016M13:56:45.970,0016 13:24:22,119.45,24.28,32.61,-12.63,-0.41,124.12,0.66,72.46,-0.15,,
668366145,00016M13:56:46.456,0016 13:24:22,119.45,24.28,32.61,-12.65,-0.41,124.12,0.63,72.46,-0.15,,
668366145.5,00016M13:56:46.943,0016 13:24:23,119.45,24.29,32.62,-12.66,-0.41,124.12,0.61,72.46,-0.15,,
668366146,00016M13:56:47.430,0016 13:24:23,119.45,24.29,32.62,-12.68,-0.41,124.12,0.59,72.46,-0.14,,
668366146.5,00016M13:56:47.916,0016 13:24:24,119.44,24.29,32.63,-12.70,-0.41,124.12,0.56,72.46,-0.14,,
668366147,00016M13:56:48.403,0016 13:24:24,119.44,24.29,32.63,-12.71,-0.41,124.12,0.54,72.46,-0.14,,
668366147.5,00016M13:56:48.889,0016 13:24:25,119.44,24.29,32.64,-12.73,-0.41,124.12,0.52,72.47,-0.14,,
668366148,00016M13:56:49.376,0016 13:24:25,119.43,24.29,32.64,-12.75,-0.41,124.12,0.49,72.47,-0.14,,
668366148.5,00016M13:56:49.863,0016 13:24:26,119.43,24.30,32.65,-12.76,-0.41,124.12,0.47,72.47,-0.14,,
668366149,00016M13:56:50.349,0016 13:24:26,119.43,24.30,32.65,-12.78,-0.41,124.12,0.44,72.47,-0.13,,
668366149.5,00016M13:56:50.836,0016 13:24:27,119.43,24.30,32.66,-12.79,-0.40,124.12,0.42,72.47,-0.13,,
668366150,00016M13:56:51.323,0016 13:24:27,119.42,24.30,32.66,-12.81,-0.40,124.12,0.40,72.47,-0.13,,
668366150.5,00016M13:56:51.809,0016 13:24:28,119.42,24.30,32.67,-12.83,-0.40,124.12,0.37,72.47,-0.13,,
668366151,00016M13:56:52.296,0016 13:24:28,119.42,24.30,32.67,-12.84,-0.40,124.12,0.35,72.47,-0.13,,
668366151.5,00016M13:56:52.782,0016 13:24:29,119.41,24.31,32.68,-12.86,-0.40,124.12,0.33,72.47,-0.13,,
668366152,00016M13:56:53.269,0016 13:24:29,119.41,24.31,32.68,-12.88,-0.40,124.12,0.30,72.47,-0.12,,
668366152.5,00016M13:56:53.756,0016 13:24:30,119.41,24.31,32.69,-12.89,-0.40,124.12,0.28,72.47,-0.12,,
668366153,00016M13:56:54.242,0016 13:24:30,119.41,24.31,32.70,-12.91,-0.40,124.12,0.26,72.48,-0.12,,
668366153.5,00016M13:56:54.729,0016 13:24:31,119.40,24.31,32.70,-12.93,-0.40,128.75,0.26,72.48,-0.12,,
668366154,00016M13:56:55.216,0016 13:24:31,119.40,24.31,32.71,-12.94,-0.40,128.75,0.27,72.49,-0.12,,
668366154.5,00016M13:56:55.702,0016 13:24:32,119.40,24.32,32.71,-12.96,-0.40,128.75,0.28,72.49,-0.12,,
668366155,00016M13:56:56.189,0016 13:24:32,119.40,24.32,32.72,-12.98,-0.40,128.75,0.28,72.50,-0.12,,
668366155.5,00016M13:56:56.675,0016 13:24:32,119.39,24.32,32.72,-13.00,-0.40,128.75,0.29,72.50,-0.12,,
668366156,00016M13:56:57.162,0016 13:24:33,119.39,24.32,32.73,-13.01,-0.40,128.75,0.30,72.51,-0.11,,
668366156.5,00016M13:56:57.649,0016 13:24:33,119.39,24.32,32.73,-13.03,-0.40,128.75,0.31,72.51,-0.11,,
668366157,00016M13:56:58.135,0016 13:24:34,119.38,24.32,32.74,-13.05,-0.40,128.75,0.31,72.52,-0.11,,
668366157.5,00016M13:56:58.622,0016 13:24:34,119.38,24.33,32.74,-13.06,-0.40,128.75,0.32,72.53,-0.11,,
668366158,00016M13:56:59.109,0016 13:24:35,119.38,24.33,32.75,-13.08,-0.40,128.75,0.33,72.53,-0.11,,
668366158.5,00016M13:56:59.595,0016 13:24:35,119.38,24.33,32.75,-13.10,-0.40,128.75,0.34,72.54,-0.11,,
668366159,00016M13:57:00.082,0016 13:24:36,119.37,24.33,32.76,-13.11,-0.40,128.75,0.34,72.54,-0.11,,
668366159.5,00016M13:57:00.568,0016 13:24:36,119.37,24.33,32.76,-13.13,-0.40,128.75,0.35,72.55,-0.11,,
668366160,00016M13:57:01.055,0016 13:24:37,119.37,24.33,32.77,-13.15,-0.40,128.75,0.36,72.55,-0.11,,
668366160.5,00016M13:57:01.542,0016 13:24:37,119.37,24.34,32.77,-13.17,-0.40,128.75,0.36,72.56,-0.11,,
668366161,00016M13:57:02.028,0016 13:24:38,119.36,24.34,32.78,-13.18,-0.40,128.75,0.37,72.56,-0.10,,
668366161.5,00016M13:57:02.515,0016 13:24:38,119.36,24.34,32.79,-13.20,-0.40,128.75,0.38,72.57,-0.10,,
668366162,00016M13:57:03.002,0016 13:24:39,119.36,24.34,32.79,-13.22,-0.40,128.75,0.39,72.58,-0.10,,
668366162.5,00016M13:57:03.488,0016 13:24:39,119.35,24.34,32.80,-13.23,-0.40,128.75,0.39,72.58,-0.10,,
668366163,00016M13:57:03.975,0016 13:24:40,119.35,24.34,32.80,-13.25,-0.40,128.75,0.40,72.59,-0.10,,
668366163.5,00016M13:57:04.461,0016 13:24:40,119.35,24.35,32.81,-13.27,-0.40,128.75,0.41,72.59,-0.10,,
668366164,00016M13:57:04.948,0016 13:24:41,119.35,24.35,32.81,-13.29,-0.40,128.75,0.41,72.60,-0.10,,
668366164.5,00016M13:57:05.435,0016 13:24:41,119.34,24.35,32.82,-13.30,-0.41,128.75,0.42,72.60,-0.10,,
668366165,00016M13:57:05.921,0016 13:24:42,119.34,24.35,32.82,-13.32,-0.41,128.75,0.43,72.61,-0.10,,
668366165.5,00016M13:57:06.408,0016 13:24:42,119.34,24.35,32.83,-13.34,-0.41,128.75,0.44,72.62,-0.10,,
668366166,00016M13:57:06.895,0016 13:24:43,119.34,24.35,32.83,-13.35,-0.41,128.75,0.44,72.62,-0.09,,
668366166.5,00016M13:57:07.381,0016 13:24:43,119.33,24.36,32.84,-13.37,-0.41,128.75,0.45,72.63,-0.09,,
668366167,00016M13:57:07.868,0016 13:24:44,119.33,24.36,32.84,-13.39,-0.41,128.75,0.46,72.63,-0.09,,
668366167.5,00016M13:57:08.354,0016 13:24:44,119.33,24.36,32.85,-13.41,-0.41,128.75,0.47,72.64,-0.09,,
668366168,00016M13:57:08.841,0016 13:24:45,119.32,24.36,32.85,-13.42,-0.41,128.75,0.47,72.64,-0.09,,
668366168.5,00016M13:57:09.328,0016 13:24:45,119.32,24.36,32.86,-13.44,-0.41,128.75,0.48,72.65,-0.09,,
668366169,00016M13:57:09.814,0016 13:24:46,119.32,24.36,32.87,-13.46,-0.41,128.75,0.49,72.65,-0.09,,
668366169.5,00016M13:57:10.301,0016 13:24:46,119.32,24.37,32.87,-13.47,-0.41,128.75,0.49,72.66,-0.09,,
668366170,00016M13:57:10.788,0016 13:24:47,119.31,24.37,32.88,-13.49,-0.41,128.75,0.50,72.67,-0.09,,
668366170.5,00016M13:57:11.274,0016 13:24:47,119.31,24.37,32.88,-13.51,-0.41,128.75,0.51,72.67,-0.09,,
668366171,00016M13:57:11.761,0016 13:24:48,119.31,24.37,32.89,-13.52,-0.41,128.75,0.52,72.68,-0.08,,
668366171.5,00016M13:57:12.247,0016 13:24:48,119.31,24.37,32.89,-13.54,-0.41,128.75,0.52,72.68,-0.08,,
668366172,00016M13:57:12.734,0016 13:24:49,119.30,24.37,32.90,-13.56,-0.41,128.75,0.53,72.69,-0.08,,
668366172.5,00016M13:57:13.221,0016 13:24:49,119.30,24.38,32.90,-13.58,-0.41,128.75,0.54,72.69,-0.08,,
668366173,00016M13:57:13.707,0016 13:24:50,119.30,24.38,32.91,-13.59,-0.41,128.75,0.54,72.70,-0.08,,
668366173.5,00016M13:57:14.194,0016 13:24:50,119.29,24.38,32.91,-13.61,-0.41,128.75,0.55,72.70,-0.08,,
668366174,00016M13:57:14.681,0016 13:24:50,119.29,24.38,32.92,-13.63,-0.41,128.75,0.56,72.71,-0.08,,
668366174.5,00016M13:57:15.167,0016 13:24:51,119.29,24.38,32.92,-13.64,-0.41,128.75,0.57,72.72,-0.08,,
668366175,00016M13:57:15.654,0016 13:24:51,119.29,24.38,32.93,-13.66,-0.41,128.75,0.57,72.72,-0.08,,
668366175.5,00016M13:57:16.140,0016 13:24:52,119.28,24.39,32.93,-13.68,-0.41,128.75,0.58,72.73,-0.08,,
668366176,00016M13:57:16.627,0016 13:24:52,119.28,24.39,32.94,-13.70,-0.41,128.75,0.59,72.73,-0.07,,
668366176.5,00016M13:57:17.114,0016 13:24:53,119.28,24.39,32.95,-13.71,-0.41,128.75,0.60,72.74,-0.07,,
668366177,00016M13:57:17.600,0016 13:24:53,119.28,24.39,32.95,-13.73,-0.41,128.75,0.60,72.74,-0.07,,
668366177.5,00016M13:57:18.087,0016 13:24:54,119.27,24.39,32.96,-13.75,-0.41,128.75,0.61,72.75,-0.07,,
668366178,00016M13:57:18.574,0016 13:24:54,119.27,24.39,32.96,-13.76,-0.41,128.75,0.62,72.75,-0.07,,
668366178.5,00016M13:57:19.060,0016 13:24:55,119.27,24.40,32.97,-13.78,-0.41,128.75,0.62,72.76,-0.07,,
668366179,00016M13:57:19.547,0016 13:24:55,119.26,24.40,32.97,-13.80,-0.41,128.75,0.63,72.77,-0.07,,
668366179.5,00016M13:57:20.033,0016 13:24:56,119.26,24.40,32.98,-13.81,-0.41,128.75,0.64,72.77,-0.07,,
668366180,00016M13:57:20.520,0016 13:24:56,119.26,24.40,32.98,-13.83,-0.41,128.75,0.65,72.78,-0.07,,
668366180.5,00016M13:57:21.007,0016 13:24:57,119.26,24.40,32.99,-13.85,-0.41,128.75,0.65,72.78,-0.07,,
668366181,00016M13:57:21.493,0016 13:24:57,119.25,24.40,32.99,-13.87,-0.41,128.75,0.66,72.79,-0.06,,
668366181.5,00016M13:57:21.980,0016 13:24:58,119.25,24.41,33.00,-13.88,-0.41,124.18,0.67,72.78,-0.06,,
668366182,00016M13:57:22.467,0016 13:24:58,119.25,24.41,33.00,-13.90,-0.41,124.18,0.67,72.77,-0.06,,
668366182.5,00016M13:57:22.953,0016 13:24:59,119.25,24.41,33.01,-13.92,-0.41,124.18,0.68,72.76,-0.06,,
668366183,00016M13:57:23.440,0016 13:24:59,119.24,24.41,33.01,-13.93,-0.41,124.18,0.68,72.75,-0.05,,
668366183.5,00016M13:57:23.927,0016 13:25:00,119.24,24.41,33.02,-13.95,-0.41,124.18,0.69,72.74,-0.05,,
668366184,00016M13:57:24.413,0016 13:25:00,119.24,24.41,33.02,-13.96,-0.41,124.18,0.69,72.74,-0.05,,
668366184.5,00016M13:57:24.900,0016 13:25:01,119.23,24.42,33.03,-13.98,-0.41,124.18,0.70,72.73,-0.05,,
668366185,00016M13:57:25.386,0016 13:25:01,119.23,24.42,33.03,-14.00,-0.41,124.18,0.70,72.72,-0.04,,
668366185.5,00016M13:57:25.873,0016 13:25:02,119.23,24.42,33.04,-14.01,-0.41,124.18,0.71,72.71,-0.04,,
668366186,00016M13:57:26.360,0016 13:25:02,119.23,24.42,33.04,-14.03,-0.41,124.18,0.72,72.70,-0.04,,
668366186.5,00016M13:57:26.846,0016 13:25:03,119.22,24.42,33.05,-14.05,-0.41,124.18,0.72,72.69,-0.04,,
668366187,00016M13:57:27.333,0016 13:25:03,119.22,24.42,33.06,-14.06,-0.41,124.18,0.73,72.68,-0.03,,
668366187.5,00016M13:57:27.820,0016 13:25:04,119.22,24.43,33.06,-14.08,-0.41,124.18,0.73,72.67,-0.03,,
668366188,00016M13:57:28.306,0016 13:25:04,119.22,24.43,33.07,-14.10,-0.41,124.18,0.74,72.67,-0.03,,
668366188.5,00016M13:57:28.793,0016 13:25:05,119.21,24.43,33.07,-14.11,-0.41,124.18,0.74,72.66,-0.02,,
668366189,00016M13:57:29.279,0016 13:25:05,119.21,24.43,33.08,-14.13,-0.41,124.18,0.75,72.65,-0.02,,
668366189.5,00016M13:57:29.766,0016 13:25:06,119.21,24.43,33.08,-14.15,-0.41,124.18,0.75,72.64,-0.02,,
668366190,00016M13:57:30.253,0016 13:25:06,119.20,24.43,33.09,-14.16,-0.41,124.18,0.76,72.63,-0.02,,
668366190.5,00016M13:57:30.739,0016 13:25:07,119.20,24.44,33.09,-14.18,-0.41,124.18,0.77,72.62,-0.01,,
668366191,00016M13:57:31.226,0016 13:25:07,119.20,24.44,33.10,-14.19,-0.41,124.18,0.77,72.61,-0.01,,
668366191.5,00016M13:57:31.713,0016 13:25:08,119.20,24.44,33.10,-14.21,-0.41,124.18,0.78,72.60,-0.01,,
668366192,00016M13:57:32.199,0016 13:25:08,119.19,24.44,33.11,-14.23,-0.41,124.18,0.78,72.60,-0.01,,
668366192.5,00016M13:57:32.686,0016 13:25:08,119.19,24.44,33.11,-14.24,-0.41,124.18,0.79,72.59,-0.00,,
668366193,00016M13:57:33.172,0016 13:25:09,119.19,24.44,33.12,-14.26,-0.41,124.18,0.79,72.58,-0.00,,
668366193.5,00016M13:57:33.659,0016 13:25:09,119.19,24.45,33.12,-14.28,-0.41,124.18,0.80,72.57,0.00,,
668366194,00016M13:57:34.146,0016 13:25:10,119.18,24.45,33.13,-14.29,-0.41,124.18,0.80,72.56,0.00,,
668366194.5,00016M13:57:34.632,0016 13:25:10,119.18,24.45,33.13,-14.31,-0.41,124.18,0.81,72.55,0.01,,
668366195,00016M13:57:35.119,0016 13:25:11,119.18,24.45,33.14,-14.33,-0.41,124.18,0.82,72.54,0.01,,
668366195.5,00016M13:57:35.606,0016 13:25:11,119.18,24.45,33.14,-14.34,-0.41,124.18,0.82,72.53,0.01,,
668366196,00016M13:57:36.092,0016 13:25:12,119.17,24.45,33.15,-14.36,-0.41,124.18,0.83,72.53,0.02,,
668366196.5,00016M13:57:36.579,0016 13:25:12,119.17,24.46,33.15,-14.38,-0.41,124.18,0.83,72.52,0.02,,
668366197,00016M13:57:37.065,0016 13:25:13,119.17,24.46,33.16,-14.39,-0.41,124.18,0.84,72.51,0.02,,
668366197.5,00016M13:57:37.552,0016 13:25:13,119.16,24.46,33.16,-14.41,-0.41,124.18,0.84,72.50,0.02,,
668366198,00016M13:57:38.039,0016 13:25:14,119.16,24.46,33.17,-14.43,-0.41,124.18,0.85,72.49,0.03,,
668366198.5,00016M13:57:38.525,0016 13:25:14,119.16,24.46,33.17,-14.44,-0.40,124.18,0.85,72.48,0.03,,
668366199,00016M13:57:39.012,0016 13:25:15,119.16,24.46,33.18,-14.46,-0.40,124.18,0.86,72.47,0.03,,
668366199.5,00016M13:57:39.499,0016 13:25:15,119.15,24.47,33.19,-14.47,-0.40,124.18,0.87,72.47,0.03,,
668366200,00016M13:57:39.985,0016 13:25:16,119.15,24.47,33.19,-14.49,-0.40,124.18,0.87,72.46,0.04,,
668366200.5,00016M13:57:40.472,0016 13:25:16,119.15,24.47,33.20,-14.51,-0.40,124.18,0.88,72.45,0.04,,
668366201,00016M13:57:40.958,0016 13:25:17,119.15,24.47,33.20,-14.52,-0.40,124.18,0.88,72.44,0.04,,
668366201.5,00016M13:57:41.445,0016 13:25:17,119.14,24.47,33.21,-14.54,-0.40,124.18,0.89,72.43,0.05,,
668366202,00016M13:57:41.932,0016 13:25:18,119.14,24.47,33.21,-14.56,-0.40,124.18,0.89,72.42,0.05,,
668366202.5,00016M13:57:42.418,0016 13:25:18,119.14,24.48,33.22,-14.57,-0.40,124.18,0.90,72.41,0.05,,
668366203,00016M13:57:42.905,0016 13:25:19,119.13,24.48,33.22,-14.59,-0.40,124.18,0.90,72.40,0.05,,
668366203.5,00016M13:57:43.392,0016 13:25:19,119.13,24.48,33.23,-14.61,-0.40,124.18,0.91,72.40,0.06,,
668366204,00016M13:57:43.878,0016 13:25:20,119.13,24.48,33.23,-14.62,-0.40,124.18,0.92,72.39,0.06,,
668366204.5,00016M13:57:44.365,0016 13:25:20,119.13,24.48,33.24,-14.64,-0.40,124.18,0.92,72.38,0.06,,
668366205,00016M13:57:44.851,0016 13:25:21,119.12,24.48,33.24,-14.66,-0.40,124.18,0.93,72.37,0.06,,
668366205.5,00016M13:57:45.338,0016 13:25:21,119.12,24.49,33.25,-14.67,-0.40,124.18,0.93,72.36,0.07,,
668366206,00016M13:57:45.825,0016 13:25:22,119.12,24.49,33.25,-14.69,-0.40,124.18,0.94,72.35,0.07,,
668366206.5,00016M13:57:46.311,0016 13:25:22,119.12,24.49,33.26,-14.70,-0.40,124.18,0.94,72.34,0.07,,
668366207,00016M13:57:46.798,0016 13:25:23,119.11,24.49,33.26,-14.72,-0.40,124.18,0.95,72.33,0.07,,
668366207.5,00016M13:57:47.285,0016 13:25:23,119.11,24.49,33.27,-14.74,-0.40,124.18,0.95,72.33,0.08,,
668366208,00016M13:57:47.771,0016 13:25:24,119.11,24.50,33.27,-14.75,-0.40,124.18,0.96,72.32,0.08,,
